sku,name,description,price,images,terms,section
319046494-022-35,FAUX PATENT LEATHER SLINGBACK SHOES,"Heeled slingback shoes. Front strap with buckle detail. Back strap with buckle closure. 

Heel height: 1.6 inches (4 cm) 

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/1210/310/022/2/w/1920/1210310022_1_1_1.jpg?ts=1707318025106', 'https://static.zara.net/photos///2024/V/1/1/p/1210/310/022/2/w/1920/1210310022_15_1_1.jpg?ts=1707242627636', 'https://static.zara.net/photos///2024/V/1/1/p/1210/310/022/2/w/1920/1210310022_2_1_1.jpg?ts=1707318024904', 'https://static.zara.net/photos///2024/V/1/1/p/1210/310/022/2/w/1920/1210310022_6_1_1.jpg?ts=1707327017962', 'https://static.zara.net/photos///2024/V/1/1/p/1210/310/022/2/w/1920/1210310022_6_2_1.jpg?ts=1707327018153', 'https://static.zara.net/photos///2024/V/1/1/p/1210/310/022/2/w/1920/1210310022_6_4_1.jpg?ts=1707327018126', 'https://static.zara.net/photos///2024/V/1/1/p/1210/310/022/2/w/1920/1210310022_6_5_1.jpg?ts=1707327018164']",shoes,WOMAN
311287554-800-35,BUCKLED HEELED MULES,"Heeled mules. Front wide strap with buckle. Pointed toe. 

Heel height: 2.6 inches (6.6 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_1_1_1.jpg?ts=1705504771790', 'https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_2_1_1.jpg?ts=1705504772808', 'https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_2_2_1.jpg?ts=1705504772727', 'https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_2_3_1.jpg?ts=1705504771082', 'https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_2_4_1.jpg?ts=1705504773474', 'https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_6_1_1.jpg?ts=1704359280277', 'https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_6_2_1.jpg?ts=1704359280517', 'https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_6_3_1.jpg?ts=1704359280513', 'https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_6_4_1.jpg?ts=1704359280462', 'https://static.zara.net/photos///2024/V/1/1/p/3207/310/800/2/w/1920/3207310800_6_5_1.jpg?ts=1704359280479']",shoes,WOMAN
311287099-800-35,LUG SOLE LEATHER CAGE SANDALS,"Flat leather cage sandals. Wide straps with double buckle closure. Lug soles. 

Sole height: 1 inch (2.5 cm)",89.9,"['https://static.zara.net/photos///2024/V/1/1/p/1600/310/800/2/w/1920/1600310800_1_1_1.jpg?ts=1706871068492', 'https://static.zara.net/photos///2024/V/1/1/p/1600/310/800/2/w/1920/1600310800_2_1_1.jpg?ts=1706871067579', 'https://static.zara.net/photos///2024/V/1/1/p/1600/310/800/2/w/1920/1600310800_2_2_1.jpg?ts=1706871067670', 'https://static.zara.net/photos///2024/V/1/1/p/1600/310/800/2/w/1920/1600310800_6_1_1.jpg?ts=1706269977577', 'https://static.zara.net/photos///2024/V/1/1/p/1600/310/800/2/w/1920/1600310800_6_2_1.jpg?ts=1706269977806', 'https://static.zara.net/photos///2024/V/1/1/p/1600/310/800/2/w/1920/1600310800_6_3_1.jpg?ts=1706269977788', 'https://static.zara.net/photos///2024/V/1/1/p/1600/310/800/2/w/1920/1600310800_6_4_1.jpg?ts=1706269977570', 'https://static.zara.net/photos///2024/V/1/1/p/1600/310/800/2/w/1920/1600310800_6_5_1.jpg?ts=1706269977804', 'https://static.zara.net/photos///2024/V/1/1/p/1600/310/800/2/w/1920/1600310800_6_6_1.jpg?ts=1706269977566']",shoes,WOMAN
318813945-107-35,LEATHER BLOCK HEEL SHOES,"Block heel leather sandals with pointed toe.

Heel height: 2.8 inches (7 cm)",79.9,"['https://static.zara.net/photos///2024/V/1/1/p/2260/210/107/2/w/1920/2260210107_1_1_1.jpg?ts=1707923085285', 'https://static.zara.net/photos///2024/V/1/1/p/2260/210/107/2/w/1920/2260210107_2_1_1.jpg?ts=1707923085897', 'https://static.zara.net/photos///2024/V/1/1/p/2260/210/107/2/2260210107_16_1_1/w/1920/poster.glb?ts=1707334078903', 'https://static.zara.net/photos///2024/V/1/1/p/2260/210/107/2/w/1920/2260210107_6_1_1.jpg?ts=1704296166890', 'https://static.zara.net/photos///2024/V/1/1/p/2260/210/107/2/w/1920/2260210107_6_2_1.jpg?ts=1704296166972', 'https://static.zara.net/photos///2024/V/1/1/p/2260/210/107/2/w/1920/2260210107_6_3_1.jpg?ts=1704296166976', 'https://static.zara.net/photos///2024/V/1/1/p/2260/210/107/2/w/1920/2260210107_6_4_1.jpg?ts=1704296166980', 'https://static.zara.net/photos///2024/V/1/1/p/2260/210/107/2/w/1920/2260210107_6_5_1.jpg?ts=1704296166988']",shoes,WOMAN
316180364-700-35,TASSELED MOCCASINS,"Flat loafers. Front tassels. High vamp.

Sole height: 0.8 inches (2 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/1547/210/700/2/w/1920/1547210700_1_1_1.jpg?ts=1706876335346', 'https://static.zara.net/photos///2024/V/1/1/p/1547/210/700/2/w/1920/1547210700_2_1_1.jpg?ts=1706876335339', 'https://static.zara.net/photos///2024/V/1/1/p/1547/210/700/2/1547210700_16_1_1/w/1920/poster.glb?ts=1707295213522', 'https://static.zara.net/photos///2024/V/1/1/p/1547/210/700/2/w/1920/1547210700_6_1_1.jpg?ts=1704877241908', 'https://static.zara.net/photos///2024/V/1/1/p/1547/210/700/2/w/1920/1547210700_6_2_1.jpg?ts=1704877241670', 'https://static.zara.net/photos///2024/V/1/1/p/1547/210/700/2/w/1920/1547210700_6_3_1.jpg?ts=1704877241886', 'https://static.zara.net/photos///2024/V/1/1/p/1547/210/700/2/w/1920/1547210700_6_4_1.jpg?ts=1704877241716', 'https://static.zara.net/photos///2024/V/1/1/p/1547/210/700/2/w/1920/1547210700_6_5_1.jpg?ts=1704877241903']",shoes,WOMAN
311282760-202-35,CASUAL ATHLETIC SNEAKERS,"Casual sneakers with leather details. Contrast back. Lace-up closure. 

Sole height: 0.8 inches (2 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/5429/310/202/2/w/1920/5429310202_1_1_1.jpg?ts=1706084141990', 'https://static.zara.net/photos///2024/V/1/1/p/5429/310/202/2/w/1920/5429310202_15_2_1.jpg?ts=1706178907208', 'https://static.zara.net/photos///2024/V/1/1/p/5429/310/202/2/w/1920/5429310202_6_1_1.jpg?ts=1706640321008', 'https://static.zara.net/photos///2024/V/1/1/p/5429/310/202/2/w/1920/5429310202_6_2_1.jpg?ts=1706098364155', 'https://static.zara.net/photos///2024/V/1/1/p/5429/310/202/2/w/1920/5429310202_6_3_1.jpg?ts=1706098364072', 'https://static.zara.net/photos///2024/V/1/1/p/5429/310/202/2/w/1920/5429310202_6_4_1.jpg?ts=1706178907193', 'https://static.zara.net/photos///2024/V/1/1/p/5429/310/202/2/w/1920/5429310202_6_5_1.jpg?ts=1706098364135']",shoes,WOMAN
311302512-800-35,FAUX PATENT LEATHER FLAT PENNY LOAFERS,"Low heel penny loafers with faux patent leather. High vamp and saddle. Rounded toe. 

Sole height: 1.6 inches (4 cm)",49.9,"['https://static.zara.net/photos///2023/I/1/1/p/2527/210/800/2/w/1920/2527210800_1_1_1.jpg?ts=1694080268736', 'https://static.zara.net/photos///2023/I/1/1/p/2527/210/800/2/w/1920/2527210800_2_1_1.jpg?ts=1694080269129', 'https://static.zara.net/photos///2024/V/1/1/p/2527/210/800/2/w/1920/2527210800_6_1_1.jpg?ts=1704897402180', 'https://static.zara.net/photos///2024/V/1/1/p/2527/210/800/2/w/1920/2527210800_6_2_1.jpg?ts=1704897402536', 'https://static.zara.net/photos///2024/V/1/1/p/2527/210/800/2/w/1920/2527210800_6_3_1.jpg?ts=1704897402484', 'https://static.zara.net/photos///2024/V/1/1/p/2527/210/800/2/w/1920/2527210800_6_4_1.jpg?ts=1704897402213', 'https://static.zara.net/photos///2024/V/1/1/p/2527/210/800/2/w/1920/2527210800_6_5_1.jpg?ts=1704897402445']",shoes,WOMAN
320026797-400-35,PATENT EFFECT FAUX LEATHER MARY JANES,"Mary Jane style shoes with faux patent leather. Block heels. Double strap closure. 

Heel height: 1.6 inches (4 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/1223/310/400/2/w/1920/1223310400_1_1_1.jpg?ts=1707914603968', 'https://static.zara.net/photos///2024/V/1/1/p/1223/310/400/2/w/1920/1223310400_2_1_1.jpg?ts=1707914604009', 'https://static.zara.net/photos///2024/V/1/1/p/1223/310/400/2/w/1920/1223310400_6_1_1.jpg?ts=1707986171461', 'https://static.zara.net/photos///2024/V/1/1/p/1223/310/400/2/w/1920/1223310400_6_2_1.jpg?ts=1707986171550', 'https://static.zara.net/photos///2024/V/1/1/p/1223/310/400/2/w/1920/1223310400_6_3_1.jpg?ts=1707986171552', 'https://static.zara.net/photos///2024/V/1/1/p/1223/310/400/2/w/1920/1223310400_6_4_1.jpg?ts=1707986171592', 'https://static.zara.net/photos///2024/V/1/1/p/1223/310/400/2/w/1920/1223310400_6_5_1.jpg?ts=1707986171523']",shoes,WOMAN
318155247-002-35,FABRIC KITTEN HEEL SLINGBACKS,"Fabric slingbacks. Kitten heels. Pointed toe. 

Heel height: 1.6 inches (4 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/1823/310/002/2/w/1920/1823310002_15_1_1.jpg?ts=1706265192039', 'https://static.zara.net/photos///2024/V/1/1/p/1823/310/002/2/w/1920/1823310002_6_1_1.jpg?ts=1706265192040', 'https://static.zara.net/photos///2024/V/1/1/p/1823/310/002/2/w/1920/1823310002_6_2_1.jpg?ts=1706265192281', 'https://static.zara.net/photos///2024/V/1/1/p/1823/310/002/2/w/1920/1823310002_6_3_1.jpg?ts=1706265192062', 'https://static.zara.net/photos///2024/V/1/1/p/1823/310/002/2/w/1920/1823310002_6_4_1.jpg?ts=1706265192079', 'https://static.zara.net/photos///2024/V/1/1/p/1823/310/002/2/w/1920/1823310002_6_5_1.jpg?ts=1706265192074']",shoes,WOMAN
313027278-800-35,SIDE STRAP HIGH HEELED SHOES,"High heel pumps. Open sides with thin straps and buckles. Front straps. 

Heel height: 2.9 inches (7.4 cm)",59.9,"['https://static.zara.net/photos///2024/V/1/1/p/3266/310/800/2/w/1920/3266310800_1_1_1.jpg?ts=1707391655725', 'https://static.zara.net/photos///2024/V/1/1/p/3266/310/800/2/w/1920/3266310800_2_1_1.jpg?ts=1707391655701', 'https://static.zara.net/photos///2024/V/1/1/p/3266/310/800/2/3266310800_16_1_1/w/1920/poster.glb?ts=1707233228559', 'https://static.zara.net/photos///2024/V/1/1/p/3266/310/800/2/w/1920/3266310800_6_1_1.jpg?ts=1707471165703', 'https://static.zara.net/photos///2024/V/1/1/p/3266/310/800/2/w/1920/3266310800_6_2_1.jpg?ts=1707471165762', 'https://static.zara.net/photos///2024/V/1/1/p/3266/310/800/2/w/1920/3266310800_6_3_1.jpg?ts=1707471165786', 'https://static.zara.net/photos///2024/V/1/1/p/3266/310/800/2/w/1920/3266310800_6_4_1.jpg?ts=1707471165821', 'https://static.zara.net/photos///2024/V/1/1/p/3266/310/800/2/w/1920/3266310800_6_5_1.jpg?ts=1707471165872']",shoes,WOMAN
311282462-800-35,HEELED LEATHER KNEE HIGH BOOTS,"Heeled leather knee high boots. Thin heel. Pointed toe.

Heel height: 3.1 inches (8 cm)",169.0,"['https://static.zara.net/photos///2024/V/1/1/p/2006/310/800/2/w/1920/2006310800_1_1_1.jpg?ts=1702553977851', 'https://static.zara.net/photos///2024/V/1/1/p/2006/310/800/2/w/1920/2006310800_2_1_1.jpg?ts=1702553978457', 'https://static.zara.net/photos///2024/V/1/1/p/2006/310/800/2/w/1920/2006310800_6_1_1.jpg?ts=1702629467948', 'https://static.zara.net/photos///2024/V/1/1/p/2006/310/800/2/w/1920/2006310800_6_2_1.jpg?ts=1702629468136', 'https://static.zara.net/photos///2024/V/1/1/p/2006/310/800/2/w/1920/2006310800_6_3_1.jpg?ts=1702629468266', 'https://static.zara.net/photos///2024/V/1/1/p/2006/310/800/2/w/1920/2006310800_6_4_1.jpg?ts=1702629467971']",shoes,WOMAN
336472220-002-35,SLINGBACK STRAPPY LEATHER KITTEN HEELS,"Slingback kitten heels with faux patent leather finish. Thin buckled straps at front and back strap. Pointed toe. 

Heel height: 2.4 inches (6 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/1202/310/002/2/w/1920/1202310002_1_1_1.jpg?ts=1706102248041', 'https://static.zara.net/photos///2024/V/1/1/p/1202/310/002/2/w/1920/1202310002_2_1_1.jpg?ts=1706102247756', 'https://static.zara.net/photos///2024/V/1/1/p/1203/310/002/2/w/1920/1203310002_6_1_1.jpg?ts=1704369812711', 'https://static.zara.net/photos///2024/V/1/1/p/1203/310/002/2/w/1920/1203310002_6_2_1.jpg?ts=1704369812684', 'https://static.zara.net/photos///2024/V/1/1/p/1203/310/002/2/w/1920/1203310002_6_3_1.jpg?ts=1704369812894', 'https://static.zara.net/photos///2024/V/1/1/p/1203/310/002/2/w/1920/1203310002_6_4_1.jpg?ts=1704369812715', 'https://static.zara.net/photos///2024/V/1/1/p/1203/310/002/2/w/1920/1203310002_6_5_1.jpg?ts=1704369812636']",shoes,WOMAN
346923190-126-36,RUCHED OPEN BACK LEATHER SHOES LIMITED EDITION,"Slingback leather pumps with ruched effect. Back strap with elastic. Pointed toe. 

Heel height: 1.8 inches (4.5 cm)",129.0,"['https://static.zara.net/photos///2024/V/1/1/p/4203/310/126/2/w/1920/4203310126_1_1_1.jpg?ts=1707935311879', 'https://static.zara.net/photos///2024/V/1/1/p/4203/310/126/2/w/1920/4203310126_2_1_1.jpg?ts=1707935312253', 'https://static.zara.net/photos///2024/V/1/1/p/4203/310/126/2/w/1920/4203310126_2_2_1.jpg?ts=1707935312593', 'https://static.zara.net/photos///2024/V/1/1/p/4203/310/126/2/w/1920/4203310126_2_3_1.jpg?ts=1707935311936', 'https://static.zara.net/photos///2024/V/1/1/p/4203/310/126/2/w/1920/4203310126_6_1_1.jpg?ts=1707741025260', 'https://static.zara.net/photos///2024/V/1/1/p/4203/310/126/2/w/1920/4203310126_6_2_1.jpg?ts=1707741025726', 'https://static.zara.net/photos///2024/V/1/1/p/4203/310/126/2/w/1920/4203310126_6_3_1.jpg?ts=1707741026384', 'https://static.zara.net/photos///2024/V/1/1/p/4203/310/126/2/w/1920/4203310126_6_4_1.jpg?ts=1707741026303']",shoes,WOMAN
311309440-800-35,BUCKLED STRAP FLATFORM SANDALS,"Leather sandals. Flatform sole. Buckled wide straps. 

Sole height: 1.6 inches (4 cm)",89.9,"['https://static.zara.net/photos///2024/V/1/1/p/1604/310/800/2/w/1920/1604310800_1_1_1.jpg?ts=1707318023622', 'https://static.zara.net/photos///2024/V/1/1/p/1604/310/800/2/w/1920/1604310800_2_1_1.jpg?ts=1707318023236', 'https://static.zara.net/photos///2024/V/1/1/p/1604/310/800/2/w/1920/1604310800_6_1_1.jpg?ts=1705932655116', 'https://static.zara.net/photos///2024/V/1/1/p/1604/310/800/2/w/1920/1604310800_6_2_1.jpg?ts=1705932655063', 'https://static.zara.net/photos///2024/V/1/1/p/1604/310/800/2/w/1920/1604310800_6_3_1.jpg?ts=1705932655415', 'https://static.zara.net/photos///2024/V/1/1/p/1604/310/800/2/w/1920/1604310800_6_4_1.jpg?ts=1705932655471', 'https://static.zara.net/photos///2024/V/1/1/p/1604/310/800/2/w/1920/1604310800_6_5_1.jpg?ts=1705932655153']",shoes,WOMAN
311309710-002-35,SNEAKERS,"Running shoes. Chunky wide soles. Lace-up closure. 

Sole height: 2 inches (5 cm)",69.9,"['https://static.zara.net/photos///2024/V/1/1/p/5008/310/002/2/5008310002_16_1_1/w/1920/poster.glb?ts=1707303707070', 'https://static.zara.net/photos///2024/V/1/1/p/5008/310/002/2/w/1920/5008310002_6_1_1.jpg?ts=1707122568902', 'https://static.zara.net/photos///2024/V/1/1/p/5008/310/002/2/w/1920/5008310002_6_2_1.jpg?ts=1707122681070', 'https://static.zara.net/photos///2024/V/1/1/p/5008/310/002/2/w/1920/5008310002_6_3_1.jpg?ts=1707122568902', 'https://static.zara.net/photos///2024/V/1/1/p/5008/310/002/2/w/1920/5008310002_6_4_1.jpg?ts=1707122568923', 'https://static.zara.net/photos///2024/V/1/1/p/5008/310/002/2/w/1920/5008310002_6_5_1.jpg?ts=1707122568909']",shoes,WOMAN
311287612-050-35,HEELED MESH SHOES,"High heel slingbacks in mesh fabric. Thin straps with buckle closure. Squared vamp. Pointed toe. 

Heel height: 3.6 inches (9.2 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/3216/310/050/2/w/1920/3216310050_15_2_1.jpg?ts=1704899658658', 'https://static.zara.net/photos///2024/V/1/1/p/3216/310/050/2/w/1920/3216310050_6_1_1.jpg?ts=1704899658876', 'https://static.zara.net/photos///2024/V/1/1/p/3216/310/050/2/w/1920/3216310050_6_2_1.jpg?ts=1704899658677', 'https://static.zara.net/photos///2024/V/1/1/p/3216/310/050/2/w/1920/3216310050_6_3_1.jpg?ts=1704899659151', 'https://static.zara.net/photos///2024/V/1/1/p/3216/310/050/2/w/1920/3216310050_6_4_1.jpg?ts=1704899658707', 'https://static.zara.net/photos///2024/V/1/1/p/3216/310/050/2/w/1920/3216310050_6_5_1.jpg?ts=1704899658923']",shoes,WOMAN
314769413-800-35,BUCKLED BLOCK HEEL SHOES,"Block heel shoes with faux patent leather. Buckled strap details. Buckled ankle strap closure. Squared toe.

Heel height: 2.4 inches (6 cm)

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",49.9,"['https://static.zara.net/photos///2023/I/1/1/p/1232/210/800/2/w/1920/1232210800_2_1_1.jpg?ts=1698161733190', 'https://static.zara.net/photos///2023/I/1/1/p/1232/210/800/2/w/1920/1232210800_2_2_1.jpg?ts=1698161733740', 'https://static.zara.net/photos///2024/V/1/1/p/1232/210/800/2/w/1920/1232210800_6_1_1.jpg?ts=1704809438382', 'https://static.zara.net/photos///2024/V/1/1/p/1232/210/800/2/w/1920/1232210800_6_2_1.jpg?ts=1704809438380', 'https://static.zara.net/photos///2024/V/1/1/p/1232/210/800/2/w/1920/1232210800_6_3_1.jpg?ts=1704809438410', 'https://static.zara.net/photos///2024/V/1/1/p/1232/210/800/2/w/1920/1232210800_6_4_1.jpg?ts=1704809438382', 'https://static.zara.net/photos///2024/V/1/1/p/1232/210/800/2/w/1920/1232210800_6_5_1.jpg?ts=1704809438578', 'https://static.zara.net/photos///2024/V/1/1/p/1232/210/800/2/w/1920/1232210800_6_6_1.jpg?ts=1704809438576']",shoes,WOMAN
311297376-253-35,OPEN BACK METALLIC FLAT SHOES,"Flat mules with metallic effect and woven upper. 

Sole height: 0.4 inches (1 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/3876/210/253/2/w/1920/3876210253_6_1_1.jpg?ts=1705506328320', 'https://static.zara.net/photos///2024/V/1/1/p/3876/210/253/2/w/1920/3876210253_6_2_1.jpg?ts=1705506328318', 'https://static.zara.net/photos///2024/V/1/1/p/3876/210/253/2/w/1920/3876210253_6_3_1.jpg?ts=1705506328322', 'https://static.zara.net/photos///2024/V/1/1/p/3876/210/253/2/w/1920/3876210253_6_4_1.jpg?ts=1705506328319', 'https://static.zara.net/photos///2024/V/1/1/p/3876/210/253/2/w/1920/3876210253_6_5_1.jpg?ts=1705506308185']",shoes,WOMAN
332967646-600-35,STRAPPY HEELED MARY JANES,"Block heel Mary Jane shoes. Faux patent leather finish. Buckled straps.

Heel height: 1.6 inches (4 cm)

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/2216/310/600/2/w/1920/2216310600_1_1_1.jpg?ts=1707412861592', 'https://static.zara.net/photos///2024/V/1/1/p/2216/310/600/2/w/1920/2216310600_2_1_1.jpg?ts=1707412861018', 'https://static.zara.net/photos///2024/V/1/1/p/2216/310/600/2/w/1920/2216310600_6_1_1.jpg?ts=1707409299271', 'https://static.zara.net/photos///2024/V/1/1/p/2216/310/600/2/w/1920/2216310600_6_2_1.jpg?ts=1707409299252', 'https://static.zara.net/photos///2024/V/1/1/p/2216/310/600/2/w/1920/2216310600_6_3_1.jpg?ts=1707409299198', 'https://static.zara.net/photos///2024/V/1/1/p/2216/310/600/2/w/1920/2216310600_6_4_1.jpg?ts=1707409299193', 'https://static.zara.net/photos///2024/V/1/1/p/2216/310/600/2/w/1920/2216310600_6_5_1.jpg?ts=1707409299225']",shoes,WOMAN
314756286-800-35,STUDDED LOAFERS,"Patent effect loafers. Upper with stud detail. High vamp and saddle. 

Sole height: 0.8 inches (2 cm)",69.9,"['https://static.zara.net/photos///2024/V/1/1/p/2526/310/800/2/w/1920/2526310800_1_1_1.jpg?ts=1708015701321', 'https://static.zara.net/photos///2024/V/1/1/p/2526/310/800/2/w/1920/2526310800_6_1_1.jpg?ts=1707742940550', 'https://static.zara.net/photos///2024/V/1/1/p/2526/310/800/2/w/1920/2526310800_6_2_1.jpg?ts=1707742940571', 'https://static.zara.net/photos///2024/V/1/1/p/2526/310/800/2/w/1920/2526310800_6_3_1.jpg?ts=1707742940810', 'https://static.zara.net/photos///2024/V/1/1/p/2526/310/800/2/w/1920/2526310800_6_4_1.jpg?ts=1707742940846', 'https://static.zara.net/photos///2024/V/1/1/p/2526/310/800/2/w/1920/2526310800_6_5_1.jpg?ts=1707742940858']",shoes,WOMAN
311282442-800-35,ZIPPERED LEATHER HEELED ANKLE BOOTS,"Heeled leather ankle boots. Zip closure. Pointed toe.

Heel height: 3.1 inches (8 cm)",129.0,"['https://static.zara.net/photos///2024/V/1/1/p/2123/210/800/2/w/1920/2123210800_1_1_1.jpg?ts=1702553977845', 'https://static.zara.net/photos///2024/V/1/1/p/2123/210/800/2/w/1920/2123210800_6_1_1.jpg?ts=1703677523831', 'https://static.zara.net/photos///2024/V/1/1/p/2123/210/800/2/w/1920/2123210800_6_2_1.jpg?ts=1703677523835', 'https://static.zara.net/photos///2024/V/1/1/p/2123/210/800/2/w/1920/2123210800_6_3_1.jpg?ts=1703677523857', 'https://static.zara.net/photos///2024/V/1/1/p/2123/210/800/2/w/1920/2123210800_6_4_1.jpg?ts=1703677523945', 'https://static.zara.net/photos///2024/V/1/1/p/2123/210/800/2/w/1920/2123210800_6_5_1.jpg?ts=1703677524350']",shoes,WOMAN
311282772-800-35,STRAPPY HEELED SLINGBACKS,"Heeled slingback shoes. Thin straps with rings detail. Back strap with buckle closure. Pointed toe. 

Heel height: 2.8 inches (7 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/w/1920/3219310800_1_1_1.jpg?ts=1706786608122', 'https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/w/1920/3219310800_2_1_1.jpg?ts=1706786608082', 'https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/w/1920/3219310800_2_2_1.jpg?ts=1706786608071', 'https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/w/1920/3219310800_2_3_1.jpg?ts=1706786608078', 'https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/3219310800_16_1_1/w/1920/poster.glb?ts=1707295218775', 'https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/w/1920/3219310800_6_1_1.jpg?ts=1706617865629', 'https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/w/1920/3219310800_6_2_1.jpg?ts=1706617865639', 'https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/w/1920/3219310800_6_3_1.jpg?ts=1706617865768', 'https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/w/1920/3219310800_6_4_1.jpg?ts=1706617865715', 'https://static.zara.net/photos///2024/V/1/1/p/3219/310/800/2/w/1920/3219310800_6_5_1.jpg?ts=1706617865632']",shoes,WOMAN
311282831-001-35,CRACKLED HEELED PUMPS,"Crackled effect slingback heels. Front straps with buckle. Thin heel. Pointed toe. Back buckled strap closure.

Heel height: 3.1 inches (8 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/3222/310/001/2/w/1920/3222310001_1_1_1.jpg?ts=1707925126928', 'https://static.zara.net/photos///2024/V/1/1/p/3222/310/001/2/w/1920/3222310001_2_1_1.jpg?ts=1707925126875', 'https://static.zara.net/photos///2024/V/1/1/p/3222/310/001/2/w/1920/3222310001_2_2_1.jpg?ts=1707925124676', 'https://static.zara.net/photos///2024/V/1/1/p/3222/310/001/2/w/1920/3222310001_6_1_1.jpg?ts=1706529943620', 'https://static.zara.net/photos///2024/V/1/1/p/3222/310/001/2/w/1920/3222310001_6_2_1.jpg?ts=1706529943872', 'https://static.zara.net/photos///2024/V/1/1/p/3222/310/001/2/w/1920/3222310001_6_3_1.jpg?ts=1706529943879', 'https://static.zara.net/photos///2024/V/1/1/p/3222/310/001/2/w/1920/3222310001_6_4_1.jpg?ts=1706529943636', 'https://static.zara.net/photos///2024/V/1/1/p/3222/310/001/2/w/1920/3222310001_6_5_1.jpg?ts=1706529943883', 'https://static.zara.net/photos///2024/V/1/1/p/3222/310/001/2/w/1920/3222310001_6_6_1.jpg?ts=1706529943876']",shoes,WOMAN
311297258-001-35,ATHLETIC PLATFORM SNEAKERS,"Sneakers with platform soles. Lace-up closure. 

Sole height: 3 inches (7.5 cm)",49.9,"['https://static.zara.net/photos///2024/V/1/1/p/5421/310/001/2/5421310001_16_1_1/w/1920/poster.glb?ts=1707321905773', 'https://static.zara.net/photos///2024/V/1/1/p/5421/310/001/2/w/1920/5421310001_6_1_1.jpg?ts=1705926563575', 'https://static.zara.net/photos///2024/V/1/1/p/5421/310/001/2/w/1920/5421310001_6_2_1.jpg?ts=1705926563559', 'https://static.zara.net/photos///2024/V/1/1/p/5421/310/001/2/w/1920/5421310001_6_3_1.jpg?ts=1705926563849', 'https://static.zara.net/photos///2024/V/1/1/p/5421/310/001/2/w/1920/5421310001_6_4_1.jpg?ts=1705926563590', 'https://static.zara.net/photos///2024/V/1/1/p/5421/310/001/2/w/1920/5421310001_6_5_1.jpg?ts=1705926563586']",shoes,WOMAN
